,County/Parish,"Notice
Date","Received
Date","Effective 
Date",Company,"Layoff/
Closure","No. Of
Employees",Address
726,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Hollister Orthopedic Specialty Center,Closure Permanent,7,930 Sunnyslope Road Suite C-4 Hollister CA 95023
727,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Mabel 4th Street Health Care Center,Closure Permanent,16,991 4th Street  Hollister CA 95023
728,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Mabel First Street Health Care Center,Closure Permanent,12,321 First Street  Hollister CA 95023
729,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Mabel Northside Skilled Nursing Facility,Closure Permanent,93,900 Sunset Drive  Hollister CA 95023
730,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,McCray Laboratory,Closure Permanent,2,591 McCray Street Suite 111 Hollister CA 95023
731,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,San Benito Home Health Care Agency,Closure Permanent,12,911 C Sunset Drive  Hollister CA 95023
732,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,Sunnyslope Laboratory,Closure Permanent,1,920 Sunnyslope Road 2nd Floor Hollister CA 95023
733,San Benito County,2022-12-19 00:00:00,2023-01-23 00:00:00,2023-02-18 00:00:00,William & Inez Mabel Skilled Nursing Facility,Closure Permanent,85,911 A Sunset Drive  Hollister CA 95023
734,San Diego County,2023-01-11 00:00:00,2023-01-23 00:00:00,2023-01-11 00:00:00,Abzena (San Diego) Inc.,Layoff Permanent,66,"8810 Rehco Rd, Suite E,  San Diego CA 92121"
735,Los Angeles County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-29 00:00:00,"Stratasys Direct, Inc.",Closure Permanent,85,28309 Avenue Crocker  Valencia CA 91355
736,San Mateo County,2023-01-05 00:00:00,2023-01-24 00:00:00,2023-03-06 00:00:00,"Fate Therapeutics, Inc.",Layoff Permanent,21,701 Gateway Blvd. Suite 300  South San Francisco CA 94080
737,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,140,1201 Charleston Rd  Mountain View CA 94043
738,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,8,1210 Charleston Road  Mountain View CA 94043
739,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,6,1215 Charleston Road  Mountain View CA 94043
740,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,3,1220 Charleston Rd  Mountain View CA 94043
741,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,21,1225 Charleston Road  Mountain View CA 94043
742,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,17,1230 Charleston Rd  Mountain View CA 94043
743,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,24,1245 Charleston Road  Mountain View CA 94043
744,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,19,1295 Charleston Road  Mountain View CA 94043
745,Santa Clara County,2023-01-13 00:00:00,2023-01-24 00:00:00,2023-03-15 00:00:00,Intel Corporation,Layoff Permanent,42,2200 Mission College Boulevard  Santa Clara CA 95054
746,Santa Clara County,2023-01-13 00:00:00,2023-01-24 00:00:00,2023-03-15 00:00:00,Intel Corporation,Layoff Permanent,9,2191 Laurelwood Rd  Santa Clara CA 95054
747,Santa Clara County,2023-01-13 00:00:00,2023-01-24 00:00:00,2023-03-15 00:00:00,Intel Corporation,Layoff Permanent,101,3600 Juliette Lane  Santa Clara CA 95054
748,Santa Clara County,2023-01-13 00:00:00,2023-01-24 00:00:00,2023-03-15 00:00:00,Intel Corporation,Layoff Permanent,25,2250 Mission College  Santa Clara CA 95054
749,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,8,1300 Charleston Road  Mountain View CA 94043
750,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,18,1350 Charleston Road  Mountain View CA 94043
751,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,8,1395 Charleston Road  Mountain View CA 94043
752,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,20,1600 Plymouth Street  Mountain View CA 94043
753,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,2,1667 Plymouth Street  Mountain View CA 94043
754,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,4,1708 North Shoreline Boulevard  Mountain View CA 94043
755,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,11,1808 North Shoreline Boulevard  Mountain View CA 94043
756,Santa Clara County,2023-01-20 00:00:00,2023-01-24 00:00:00,2023-03-31 00:00:00,Google,Layoff Permanent,31,1842 North Shoreline Blvd  Mountain View CA 94043
757,San Diego County,2023-01-05 00:00:00,2023-01-24 00:00:00,2023-03-06 00:00:00,"Fate Therapeutics, Inc.",Layoff Permanent,43,"12121 Scripps Summit Drive, Suite 200  San Diego CA 92131"
758,San Diego County,2023-01-05 00:00:00,2023-01-24 00:00:00,2023-03-06 00:00:00,"Fate Therapeutics, Inc.",Layoff Permanent,34,"3535 General Atomics Court, Suite 200  San Diego CA 92121"
759,San Diego County,2023-01-05 00:00:00,2023-01-24 00:00:00,2023-03-06 00:00:00,"Fate Therapeutics, Inc.",Layoff Permanent,217,12278 Scripps Summit Drive  San Diego CA 92123
760,Santa Clara County,2023-01-16 00:00:00,2023-01-25 00:00:00,2023-03-31 00:00:00,Spartronics,Closure Permanent,74,1940 Milmont Drive  Milpitas CA 95035
761,San Bernardino County,2023-01-20 00:00:00,2023-01-25 00:00:00,2023-03-31 00:00:00,"Delaware North Companies Travel Hospitality Services, Inc",Layoff Permanent,96,1923 East Avian Street  Ontario CA 91761
762,Los Angeles County,2023-01-18 00:00:00,2023-01-25 00:00:00,2023-03-20 00:00:00,"Liminex, Inc. dba GoGuardian",Layoff Permanent,86,2030 East Maple Avenue  El Segundo CA 90245
763,Alameda County,2023-01-16 00:00:00,2023-01-27 00:00:00,2023-03-20 00:00:00,Celestica Precision Machining,Layoff Permanent,27,40725 Encyclopedia Circle  Fremont CA 94538
764,Alameda County,2023-01-16 00:00:00,2023-01-27 00:00:00,2023-03-20 00:00:00,Celestica Precision Machining,Layoff Permanent,13,49235 Milmont Drive  Fremont CA 94538
765,Alameda County,2022-12-22 00:00:00,2023-01-27 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,5,509 - 3000 Colby Street  Berkeley CA 94705
766,Alameda County,2022-12-22 00:00:00,2023-01-27 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,5,3300 Webster Street  Oakland CA 94609
767,Alameda County,2022-12-22 00:00:00,2023-01-27 00:00:00,2022-12-31 00:00:00,Blue Shield of California,Layoff Permanent,56,601 12th Street  Oakland CA 94607
768,San Francisco County,2022-12-22 00:00:00,2023-01-27 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,7,506 - 1199 Bush Street  San Francisco CA 94109
769,San Francisco County,2022-12-22 00:00:00,2023-01-27 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,1,504 - 3838 California Street  San Francisco CA 94118
770,San Francisco County,2022-12-22 00:00:00,2023-01-27 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,3,505 - 4322 Geary Blvd  San Francisco CA 94118
771,San Francisco County,2022-12-22 00:00:00,2023-01-27 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,11,510 - 1580 Valencia Street  San Francisco CA 94110
772,San Francisco County,2022-12-22 00:00:00,2023-01-27 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,4,508 - 45 Castro Street  San Francisco CA 94114
773,Santa Clara County,2023-01-16 00:00:00,2023-01-27 00:00:00,2023-03-20 00:00:00,Celestica Precision Machining,Layoff Permanent,4,950 Rincon Circle  San Jose CA 95131
774,San Mateo County,2022-12-22 00:00:00,2023-01-30 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,9,507 - 901 Campus Drive  Daly City CA 94015
775,Alameda County,2022-12-22 00:00:00,2023-01-30 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,261,1221 Broadway  Oakland CA 94612
776,Riverside County,2022-12-22 00:00:00,2023-01-30 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,18,4646 Brockton Ave  Riverside CA 92506
777,San Diego County,2023-01-20 00:00:00,2023-01-30 00:00:00,2023-03-31 00:00:00,Google (US-SAN-6420),Layoff Permanent,45,"6420 Sequence Drive, Suite 400  San Diego CA 92121"
778,San Diego County,2023-01-20 00:00:00,2023-01-30 00:00:00,2023-03-31 00:00:00,Google (US-SAN-INN15255),Layoff Permanent,26,15255 Innovation Drive  San Diego CA 92128
779,San Diego County,2023-01-20 00:00:00,2023-01-30 00:00:00,2023-03-31 00:00:00,Google (US-SAN-WBD16618),Layoff Permanent,1,16618 West Bernardo Dr.  San Diego CA 92127
780,Stanislaus County,2022-12-22 00:00:00,2023-01-30 00:00:00,2023-01-01 00:00:00,Brown & Toland Physician Services Organization,Layoff Permanent,14,4206 Technology Drive  Modesto CA 95356
781,San Francisco County,2023-01-25 00:00:00,2023-01-31 00:00:00,2023-04-01 00:00:00,Heritage on the Marina,Layoff Permanent,26,3400 Laguna Street  San Francisco CA 94123
782,Ventura County,2023-01-24 00:00:00,2023-01-31 00:00:00,2023-04-28 00:00:00,ICAN-B,Closure Permanent,7,5450 Ralston St. #205  Ventura CA 93003
783,Imperial County,2023-01-27 00:00:00,2023-02-01 00:00:00,2023-03-31 00:00:00,"RoGar Manufacturing, Inc.",Layoff Permanent,76,866 Ross Avenue  El Centro CA 92243
784,San Mateo County,2023-01-24 00:00:00,2023-02-01 00:00:00,2023-03-24 00:00:00,"Mindstrong, Inc. and Mindstrong Health Services, P.C.",Closure Permanent,128,"101 Jefferson Drive, Suite 228  Menlo Park CA 94025"
785,Santa Clara County,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-02-03 00:00:00,"Adecco USA, Inc.",Layoff Permanent,64,"1600 Amphitheathre Parkway, Building 40  Mountain View CA 94043"
786,San Diego County,2023-01-23 00:00:00,2023-02-01 00:00:00,2023-03-24 00:00:00,"Illumina, Inc.",Layoff Permanent,1,5200 Illumina Way  San Diego CA 92122
787,San Diego County,2023-01-25 00:00:00,2023-02-01 00:00:00,2023-03-26 00:00:00,"Reliant Services Group, LLC dba Reliant Funding",Closure Permanent,79,"9540 Towne Centre Drive, Suite 200  San Diego CA 92121"
788,Ventura County,2023-01-24 00:00:00,2023-02-01 00:00:00,2023-03-31 00:00:00,Amgen,Layoff Permanent,305,1 Amgen Center Drive  Thousand Oaks CA 91320
789,Riverside County,2023-01-23 00:00:00,2023-02-02 00:00:00,2023-03-24 00:00:00,"National Distribution Centers, LLC",Closure Permanent,175,657 W. Nance Street  Perris CA 92571
790,San Bernardino County,2023-01-31 00:00:00,2023-02-02 00:00:00,2023-04-03 00:00:00,"Dolls Kill, Inc.",Closure Permanent,156,1050 E.  Orange Show Road  San Bernardino CA 92408
791,Los Angeles County,2023-01-27 00:00:00,2023-02-06 00:00:00,2023-04-01 00:00:00,"Dr. Squatch, LLC",Layoff Permanent,50,2945 East Maria St.  Compton CA 90221
792,Santa Clara County,2023-01-24 00:00:00,2023-02-06 00:00:00,2023-03-31 00:00:00,Synopsys Inc.,Layoff Permanent,37,690 E. Middlefield Road  Mountain View CA 94043
793,Santa Clara County,2023-01-24 00:00:00,2023-02-06 00:00:00,2023-03-31 00:00:00,Synopsys Inc.,Layoff Permanent,63,800 N. Mary Avenue  Sunnyvale CA 94085
794,Riverside County,2023-01-27 00:00:00,2023-02-06 00:00:00,2023-01-01 00:00:00,"Mission Ambulance, Inc.",Closure Permanent,112,3rd 1055 East Street  Corona CA 92879
795,Riverside County,2023-01-27 00:00:00,2023-02-06 00:00:00,2023-01-01 00:00:00,"Mission Ambulance, Inc.",Closure Permanent,22,41658 Ivy Street  Murrieta CA 92562
796,San Diego County,2023-01-31 00:00:00,2023-02-06 00:00:00,2023-01-31 00:00:00,Thermo Fisher Scientific,Layoff Permanent,32,9600 Kearny Villa Road  San Diego CA 92126
797,San Diego County,2023-01-31 00:00:00,2023-02-06 00:00:00,2023-01-31 00:00:00,Thermo Fisher Scientific,Layoff Permanent,183,6190 Cornerstone Court  San Diego CA 92121
798,San Diego County,2023-01-31 00:00:00,2023-02-06 00:00:00,2023-01-31 00:00:00,Thermo Fisher Scientific,Layoff Permanent,15,9440 Carroll Park Drive  San Diego CA 92121
799,San Bernardino County,2023-02-02 00:00:00,2023-02-07 00:00:00,2023-04-10 00:00:00,"Pentair Water Pool and Spa, Inc.",Closure Permanent,31,13950 Mountain Avenue  Chino CA 91710
800,San Bernardino County,2023-02-02 00:00:00,2023-02-07 00:00:00,2023-05-01 00:00:00,"Pentair Water Pool and Spa, Inc.",Closure Permanent,11,13950 Mountain Avenue  Chino CA 91710
801,San Bernardino County,2023-02-02 00:00:00,2023-02-07 00:00:00,2023-05-31 00:00:00,"Pentair Water Pool and Spa, Inc.",Closure Permanent,62,13950 Mountain Avenue  Chino CA 91710
802,Santa Clara County,2023-01-18 00:00:00,2023-02-08 00:00:00,2023-03-20 00:00:00,Microsoft,Layoff Permanent,41,1045 La Avenida  Mountain View CA 94043
803,Santa Clara County,2023-01-18 00:00:00,2023-02-08 00:00:00,2023-03-20 00:00:00,Microsoft,Layoff Permanent,1,1090 La Avenida  Mountain View CA 94043
804,Santa Clara County,2023-01-18 00:00:00,2023-02-08 00:00:00,2023-03-20 00:00:00,Microsoft,Layoff Permanent,3,1288 Pear Ave  Mountain View CA 94043
805,Santa Clara County,2023-01-18 00:00:00,2023-02-08 00:00:00,2023-03-20 00:00:00,Microsoft,Layoff Permanent,1,"2220 De La Cruz Blvd., Bldg 1  Santa Clara CA 95050"
806,San Bernardino County,2023-01-24 00:00:00,2023-02-08 00:00:00,2023-03-31 00:00:00,"Ryder Integrated Logistics, Inc.",Layoff Permanent,130,16300 Fern Avenue  Chino CA 91708
807,Los Angeles County,2023-01-31 00:00:00,2023-02-09 00:00:00,2023-03-03 00:00:00,Electronic Arts' Industrial Toys Studio,Closure Permanent,105,155 N. Lake Avenue Ste. 1000  Pasadena CA 91101
808,Los Angeles County,2023-01-31 00:00:00,2023-02-10 00:00:00,2023-03-31 00:00:00,American Nuts,Layoff Permanent,110,12950/12910 San Fernando Rd.  Sylmar CA 91342
809,Los Angeles County,2023-01-31 00:00:00,2023-02-10 00:00:00,2023-03-31 00:00:00,"Healthcare Staffing Professionals, Inc.",Layoff Permanent,224,"6914 Canby Ave, Unit 109  Reseda CA 91335"
810,Sacramento County,2023-01-31 00:00:00,2023-02-10 00:00:00,2023-03-31 00:00:00,Triple Canopy,Layoff Permanent,226,9500 Micron Ave Ste 136  Sacramento CA 95827
811,Santa Clara County,2023-01-31 00:00:00,2023-02-10 00:00:00,2023-03-31 00:00:00,PayPal,Layoff Permanent,319,2211 N. First St.  San Jose CA 95131
812,Los Angeles County,2023-02-09 00:00:00,2023-02-10 00:00:00,2023-04-28 00:00:00,Mediland Corp. dba Premium Windows,Closure Permanent,142,7027 Motz street  Paramount CA 90723
813,Alameda County,2023-01-31 00:00:00,2023-02-13 00:00:00,2023-04-03 00:00:00,Lam Research Corporation,Layoff Permanent,200,4300-4650 Cushing Parkway  Fremont CA 94538
814,Alameda County,2023-01-31 00:00:00,2023-02-13 00:00:00,2023-04-03 00:00:00,Lam Research Corporation,Layoff Permanent,200,1 Portola Ave.  Livermore CA 94551
815,Santa Clara County,2023-02-09 00:00:00,2023-02-13 00:00:00,2023-04-10 00:00:00,Microsoft,Layoff Permanent,7,770 E. Middlefield Road  Mountain View CA 94043
816,Santa Clara County,2023-02-09 00:00:00,2023-02-13 00:00:00,2023-04-10 00:00:00,Microsoft,Layoff Permanent,1,2820 Northwestern Parkway  Santa Clara CA 95051
817,Santa Clara County,2023-02-09 00:00:00,2023-02-13 00:00:00,2023-04-10 00:00:00,Microsoft,Layoff Permanent,1,2401 Walsh Avenue  Santa Clara CA 95051
818,Santa Clara County,2023-02-09 00:00:00,2023-02-13 00:00:00,2023-04-10 00:00:00,Microsoft,Layoff Permanent,1,880 E. Middlefield Road  Mountain View CA 94043
819,Santa Clara County,2023-02-09 00:00:00,2023-02-13 00:00:00,2023-04-10 00:00:00,Microsoft,Layoff Permanent,2,1090 La Avenida  Mountain View CA 94043
820,Santa Clara County,2023-02-09 00:00:00,2023-02-13 00:00:00,2023-04-10 00:00:00,Microsoft,Layoff Permanent,41,1045 La Avenida  Mountain View CA 94043
821,Santa Clara County,2023-02-09 00:00:00,2023-02-13 00:00:00,2023-04-10 00:00:00,Microsoft,Layoff Permanent,9,1288 Pear Ave  Mountain View CA 94043
822,San Francisco County,2023-02-01 00:00:00,2023-02-13 00:00:00,2023-04-03 00:00:00,Splunk Inc.,Layoff Permanent,101,250 Brannan Street  San Francisco CA 94107
823,San Francisco County,2023-02-01 00:00:00,2023-02-13 00:00:00,2023-04-03 00:00:00,ContextLogic Inc.,Layoff Permanent,47,"One Sansome Street, 33rd Floor  San Francisco CA 94104"
824,Santa Clara County,2023-02-01 00:00:00,2023-02-13 00:00:00,2023-04-03 00:00:00,Splunk Inc.,Layoff Permanent,73,500 Santana Row  San Jose CA 95128
825,Alameda County,2023-02-03 00:00:00,2023-02-15 00:00:00,2023-04-03 00:00:00,"Workday, Inc.",Layoff Permanent,196,6110 Stoneridge Mall Road  Pleasanton CA 94588
826,Los Angeles County,2023-02-02 00:00:00,2023-02-15 00:00:00,2023-04-03 00:00:00,"FedEx Ground Package System, Inc.",Closure Permanent,149,5560 Ferguson Drive  Commerce CA 90022
827,San Mateo County,2023-02-02 00:00:00,2023-02-15 00:00:00,2023-02-01 00:00:00,"NC Interactive, LLC",Layoff Permanent,4,1900 S. Norfolk St Ste. 125  San Mateo CA 94403
828,Orange County,2023-02-02 00:00:00,2023-02-15 00:00:00,2023-02-01 00:00:00,"NC Interactive, LLC",Layoff Permanent,43,660 Newport Center Drive Ste. 800  Newport Beach CA 92660
829,San Bernardino County,2023-02-08 00:00:00,2023-02-15 00:00:00,2023-04-08 00:00:00,DJW Logistics,Closure Permanent,58,2407 W Lugonia Ave  Redlands CA 92374
830,San Diego County,2023-02-05 00:00:00,2023-02-15 00:00:00,2023-04-07 00:00:00,"Seenager, Inc.",Closure Permanent,117,14500 Kirkham Way  Poway CA 92064
831,San Francisco County,2023-02-01 00:00:00,2023-02-15 00:00:00,2023-04-03 00:00:00,"Autodesk, Inc.",Layoff Permanent,61,1 Market Street  San Francisco CA 94105
832,San Francisco County,2023-02-02 00:00:00,2023-02-15 00:00:00,2023-04-24 00:00:00,"Salesforce, Inc.",Layoff Permanent,247,415 Mission Street  San Francisco CA 94105
833,San Francisco County,2023-02-02 00:00:00,2023-02-15 00:00:00,2023-04-24 00:00:00,"Salesforce, Inc.",Layoff Permanent,7,50 Fremont Street  San Francisco CA 94105
834,San Francisco County,2023-02-02 00:00:00,2023-02-15 00:00:00,2023-04-24 00:00:00,"Salesforce, Inc.",Layoff Permanent,4,500 Howard Street  San Francisco CA 94105
835,San Francisco County,2023-02-03 00:00:00,2023-02-15 00:00:00,2023-04-04 00:00:00,"Plastiq, Inc.",Layoff Permanent,80,"595 Market St., Floor 10  San Francisco CA 94105"
836,San Francisco County,2023-02-03 00:00:00,2023-02-15 00:00:00,2023-02-03 00:00:00,Pinterest Inc.,Layoff Permanent,49,651 Brannan St #310  San Francisco CA 94107
837,Santa Clara County,2023-02-03 00:00:00,2023-02-15 00:00:00,2023-04-01 00:00:00,"NetApp, Inc.",Layoff Permanent,148,3060 Olsen Drive  San Jose CA 95128
838,Los Angeles County,2023-01-31 00:00:00,2023-02-16 00:00:00,2023-03-03 00:00:00,"Respawn Entertainment, LLC a subsidiary of Electronic Arts Inc.",Layoff Permanent,77,20131 Prairie Street  Chatsworth CA 91311
839,Los Angeles County,2023-02-08 00:00:00,2023-02-16 00:00:00,2023-04-09 00:00:00,"Overhill Farms, Inc.",Layoff Permanent,100,2727 East Vernon Avenue  Los Angeles CA 90058
840,San Francisco County,2022-11-07 00:00:00,2023-02-16 00:00:00,2023-01-06 00:00:00,Zendesk,Layoff Permanent,84,989 Market Street  San Francisco CA 94103
841,Orange County,2023-02-07 00:00:00,2023-02-16 00:00:00,2023-04-15 00:00:00,Inglewood Sportservice Inc. at Kia Forum,Layoff Permanent,284,3900 W. Manchester Blvd.  Inglewood CA 90305
842,Alameda County,2023-01-30 00:00:00,2023-02-17 00:00:00,2023-03-31 00:00:00,Bayer U.S. LLC,Layoff Permanent,55,800 Dwight Way  Berkeley CA 94710
843,Alameda County,2023-02-07 00:00:00,2023-02-17 00:00:00,2023-04-14 00:00:00,"Medical Device Business Services, Inc.",Layoff Permanent,6,47709-47733 Fremont Boulevard  Fremont CA 94538
844,Alameda County,2023-02-07 00:00:00,2023-02-17 00:00:00,2023-04-14 00:00:00,DePuy Synthes Products Inc.,Layoff Permanent,31,47709-47733 Fremont Boulevard  Fremont CA 94538
845,Orange County,2023-02-09 00:00:00,2023-02-17 00:00:00,2023-04-14 00:00:00,"Patina Group Newco, LLC",Layoff Permanent,184,1580 S. Disneyland Drive  Anaheim CA 92802
846,Los Angeles County,2023-02-09 00:00:00,2023-02-17 00:00:00,2023-04-12 00:00:00,"Sutter Street Manufacturing, Inc.",Closure Permanent,364,21700 Baker Parkway  City of Industry CA 91789
847,San Diego County,2023-02-09 00:00:00,2023-02-17 00:00:00,2023-04-19 00:00:00,Pfizer Inc,Layoff Permanent,196,10777 Science Center Drive  San Diego CA 92121
848,San Francisco County,2023-02-08 00:00:00,2023-02-17 00:00:00,2023-02-15 00:00:00,"Affirm, Inc.",Layoff Permanent,155,"650 California Street, 12th Floor  San Francisco CA 94108"
849,Alameda County,2023-02-09 00:00:00,2023-02-21 00:00:00,2023-02-07 00:00:00,"Medallia, Inc.",Layoff Permanent,59,"6220 Stoneridge Mall Road, Floor 2  Pleasanton CA 94588"
850,San Mateo County,2023-01-31 00:00:00,2023-02-21 00:00:00,2023-02-20 00:00:00,"Upstart Network, Inc.",Layoff Permanent,102,2950 S. Delaware Avenue  San Mateo CA 94403
851,San Francisco County,2023-02-07 00:00:00,2023-02-21 00:00:00,2023-02-07 00:00:00,"eBay, Inc.",Layoff Permanent,15,300 Mission St. 19th Floor  San Francisco CA 94105
852,San Francisco County,2023-02-13 00:00:00,2023-02-21 00:00:00,2023-02-22 00:00:00,Twilio Inc.,Layoff Permanent,159,101 Spear St. Suite 500  San Francisco CA 94105
853,Santa Clara County,2023-02-07 00:00:00,2023-02-21 00:00:00,2023-02-07 00:00:00,"eBay, Inc.",Layoff Permanent,169,2025 Hamilton Ave.  San Jose CA 95125
854,Alameda County,2023-02-14 00:00:00,2023-02-22 00:00:00,2023-04-15 00:00:00,"Lucira Health, Inc.",Layoff Permanent,17,63rd 1315 Street  Emeryville CA 94608
855,Alameda County,2023-02-14 00:00:00,2023-02-22 00:00:00,2023-04-15 00:00:00,"Lucira Health, Inc.",Layoff Permanent,9,"626 Bancroft Way, Suite A  Berkely CA 94710"
856,Los Angeles County,2023-02-14 00:00:00,2023-02-22 00:00:00,2023-05-31 00:00:00,"NUPLA LLC, a wholly-owned subsidiary of Saunders Midwest LLC",Layoff Permanent,66,11912 Sheldon Street  Sun Valley CA 91352
857,Santa Clara County,2023-02-13 00:00:00,2023-02-22 00:00:00,2023-04-14 00:00:00,"Wipro, LLC",Layoff Permanent,114,391 San Antonio Road  Mountain View CA 94040
858,Santa Clara County,2023-02-14 00:00:00,2023-02-22 00:00:00,2023-04-15 00:00:00,Intel Corporation,Layoff Permanent,49,2200 Mission College Boulevard  Santa Clara CA 95054
859,Santa Clara County,2023-02-14 00:00:00,2023-02-22 00:00:00,2023-04-15 00:00:00,Intel Corporation,Layoff Permanent,1,"SC-11, 2191 Laurelwood Rd  Santa Clara CA 95054"
860,Santa Clara County,2023-02-14 00:00:00,2023-02-22 00:00:00,2023-04-15 00:00:00,Intel Corporation,Layoff Permanent,1,"SC-12, 3600 Juliette Lane  Santa Clara CA 95054"
861,Riverside County,2023-02-01 00:00:00,2023-02-22 00:00:00,2023-02-03 00:00:00,"Boardriders Wholesale, LLC",Layoff Permanent,2,1310 Cantu-Galleano Ranch Rd  Mira Loma CA 91752
862,San Diego County,2023-02-13 00:00:00,2023-02-22 00:00:00,2023-04-14 00:00:00,"Sorrento Therapeutics, Inc.",Closure Permanent,538,4955 Directors Place  San Diego CA 92121
863,San Diego County,2023-02-14 00:00:00,2023-02-22 00:00:00,2023-04-15 00:00:00,"Lucira Health, Inc.",Layoff Permanent,36,5857 Owens Ave  Carlsbad CA 92008
864,San Francisco County,2023-02-13 00:00:00,2023-02-22 00:00:00,2023-04-14 00:00:00,"Udemy, Inc.",Layoff Permanent,74,"600 Harrison Street, Third Floor  San Francisco CA 94107"
865,Santa Clara County,2023-02-13 00:00:00,2023-02-22 00:00:00,2023-02-13 00:00:00,"Velodyne Lidar, Inc.",Layoff Permanent,220,5521 Hellyer Avenue  San Jose CA 95138
866,Santa Clara County,2023-02-14 00:00:00,2023-02-22 00:00:00,2023-03-31 00:00:00,Intel Corporation,Layoff Permanent,61,101 Innovation Drive  San Jose CA 95134
867,Contra Costa County,2023-02-15 00:00:00,2023-02-23 00:00:00,2023-04-19 00:00:00,"SAP America, Inc.",Layoff Permanent,65,2700 Camino Ramon  San Ramon CA 94583
868,Placer County,2023-02-15 00:00:00,2023-02-23 00:00:00,2023-02-01 00:00:00,Adventist Health Systems West,Layoff Permanent,59,One Adventist Health Way  Roseville CA 95661
869,Los Angeles County,2023-01-31 00:00:00,2023-02-23 00:00:00,2023-04-01 00:00:00,"Instil Bio, Inc.",Layoff Permanent,39,18424 Oxnard Street  Tarzana CA 91356
870,Los Angeles County,2023-01-31 00:00:00,2023-02-23 00:00:00,2023-06-30 00:00:00,"Instil Bio, Inc.",Layoff Permanent,1,18424 Oxnard Street  Tarzana CA 91356
871,Los Angeles County,2023-02-16 00:00:00,2023-02-23 00:00:00,2023-04-18 00:00:00,KDC/One,Layoff Permanent,43,20320 Prairie Street  Chatsworth CA 91311
872,Los Angeles County,2023-02-16 00:00:00,2023-02-23 00:00:00,2023-04-18 00:00:00,KDC/One,Layoff Permanent,13,20245 Sunburst Street  Chatsworth CA 91311
873,Los Angeles County,2023-02-17 00:00:00,2023-02-23 00:00:00,2023-04-28 00:00:00,"Ducommun Aerostructures, Inc.",Closure Permanent,146,801 Royal Oaks Drive  Monrovia CA 91016
